1754,6810,6812,1464235803.0
1847,6779,6824,1464235815.0
1349,6792,6840,1464237603.0
63,6784,6861,1464239411.0
1125,6792,6864,1464239414.0
192,6796,6865,1464239415.0
1479,6794,6869,1464239419.0
1755,6799,6870,1464239420.0
417,6789,6872,1464239422.0
708,6783,6905,1464243002.0
518,6782,6906,1464243003.0
708,6783,6908,1464243005.0
674,6778,6915,1464243012.0
611,6809,6923,1464243020.0
540,6783,6928,1464243025.0
294,6783,6934,1464243031.0
1318,6910,6935,1464243032.0
1989,6782,6936,1464243033.0
968,6911,6939,1464243036.0
1038,6790,6941,1464243038.0
515,6821,6942,1464243039.0
1873,6850,6944,1464243041.0
789,6796,6950,1464243047.0
9,6776,6954,1464243051.0
1318,6910,6955,1464243052.0
1789,6819,6958,1464243055.0
1535,6795,6965,1464244800.0
1085,6910,6967,1464244802.0
1482,6787,6968,1464244803.0
668,6781,6972,1464244807.0
1503,6792,6976,1464244811.0
516,6784,6977,1464244812.0
63,6784,6980,1464244815.0
2100,6791,6983,1464244818.0
515,6821,6985,1464244820.0
630,6785,6986,1464244821.0
1366,6810,6988,1464244823.0
329,6914,6990,1464244825.0
240,6783,6992,1464244827.0
1658,6782,6993,1464244828.0
996,6984,6994,1464244829.0
1085,6910,6995,1464244830.0
708,6783,7009,1464246601.0
968,6911,7010,1464246602.0
2006,6974,7012,1464246604.0
1479,6794,7015,1464246607.0
1127,7008,7016,1464246608.0
265,6819,7017,1464246609.0
2093,6922,7018,1464246610.0
1768,6891,7019,1464246611.0
1847,6779,7020,1464246612.0
2093,6922,7021,1464246613.0
1975,6949,7023,1464246615.0
1038,6790,7027,1464246619.0
1494,6859,7030,1464246622.0
611,6809,7031,1464246623.0
1398,6780,7033,1464246625.0
1165,6914,7034,1464246626.0
1975,6949,7041,1464246633.0
1038,6790,7044,1464246636.0
2089,6889,7046,1464246638.0
412,6778,7047,1464246639.0
1755,6799,7049,1464246641.0
350,6777,7050,1464246642.0
1237,6819,7051,1464246643.0
1573,6777,7052,1464246644.0
1535,6795,7054,1464246646.0
516,6784,7056,1464246648.0
696,6943,7059,1464246651.0
1559,6912,7060,1464246652.0
743,6922,7076,1464248399.0
1256,6785,7077,1464248400.0
14,6782,7079,1464248402.0
1051,6859,7081,1464248404.0
1450,6794,7083,1464248406.0
869,6809,7085,1464248408.0
611,6809,7086,1464248409.0
1051,6859,7090,1464248413.0
869,6809,7091,1464248414.0
333,6811,7092,1464248415.0
428,6886,7095,1464248418.0
1627,6784,7097,1464248420.0
540,6783,7099,1464248422.0
719,6792,7100,1464248423.0
423,6925,7102,1464248425.0
257,6792,7105,1464248428.0
2047,6889,7108,1464248431.0
319,6857,7109,1464248432.0
1658,6782,7112,1464248435.0
983,6799,7113,1464248436.0
254,7024,7115,1464248438.0
214,6800,7118,1464248441.0
2075,6854,7131,1464250199.0
14,6782,7134,1464250202.0
1494,6859,7135,1464250203.0
518,6782,7136,1464250204.0
254,7024,7141,1464250209.0
507,6813,7145,1464250213.0
254,7024,7146,1464250214.0
1085,6910,7147,1464250215.0
983,6799,7148,1464250216.0
1335,6866,7149,1464250217.0
1535,6795,7150,1464250218.0
630,6785,7151,1464250219.0
303,6813,7152,1464250220.0
1658,6782,7154,1464250222.0
951,6903,7155,1464250223.0
1535,6795,7157,1464250225.0
14,6782,7158,1464250226.0
1673,6818,7159,1464250227.0
518,6782,7160,1464250228.0
1107,6796,7161,1464250229.0
1165,6914,7173,1464251999.0
740,6778,7174,1464252000.0
1873,6850,7175,1464252001.0
1479,6794,7176,1464252002.0
1873,6850,7179,1464252005.0
1366,6810,7180,1464252006.0
951,6903,7182,1464252008.0
192,6796,7183,1464252009.0
1110,6973,7184,1464252010.0
516,6784,7185,1464252011.0
1873,6850,7186,1464252012.0
20,6799,7190,1464252016.0
333,6811,7191,1464252017.0
1989,6782,7193,1464252019.0
350,6777,7194,1464252020.0
1259,6853,7195,1464252021.0
440,6863,7196,1464252022.0
1311,6797,7205,1464253799.0
1535,6795,7206,1464253800.0
329,6914,7207,1464253801.0
428,6886,7208,1464253802.0
240,6783,7209,1464253803.0
968,6911,7210,1464253804.0
1503,6792,7211,1464253805.0
1482,6787,7214,1464253808.0
1253,7058,7231,1464255600.0
1095,6792,7232,1464255601.0
1596,6791,7233,1464255602.0
253,6863,7235,1464255604.0
951,6903,7237,1464255606.0
1398,6780,7238,1464255607.0
365,6819,7239,1464255608.0
1658,6782,7240,1464255609.0
1253,7058,7252,1464257400.0
915,7104,7253,1464257401.0
1084,6778,7254,1464257402.0
1847,6779,7268,1464259202.0
394,6875,7269,1464259203.0
1754,6810,7272,1464259206.0
1559,6912,7273,1464259207.0
1287,6790,7274,1464259208.0
88,6821,7275,1464259209.0
1741,6799,7276,1464259210.0
1482,6787,7277,1464259211.0
333,6811,7278,1464259212.0
192,6796,7279,1464259213.0
516,6784,7281,1464259215.0
1302,7022,7282,1464259216.0
1302,7022,7283,1464259217.0
69,6853,7285,1464259219.0
1920,6956,7286,1464259220.0
1001,6949,7287,1464259221.0
876,6920,7288,1464259222.0
464,6888,7289,1464259223.0
702,6817,7291,1464259225.0
650,6811,7292,1464259226.0
428,6886,7294,1464259228.0
461,6787,7295,1464259229.0
642,6920,7297,1464259231.0
1302,7022,7300,1464259234.0
1095,6792,7313,1464260999.0
254,7024,7316,1464261002.0
1996,6858,7317,1464261003.0
412,6778,7320,1464261006.0
1920,6956,7332,1464262801.0
214,6800,7333,1464262802.0
834,6819,7335,1464262804.0
1959,6820,7336,1464262805.0
431,6810,7340,1464262809.0
2047,6889,7341,1464262810.0
513,6785,7343,1464262812.0
702,6817,7344,1464262813.0
789,6796,7346,1464262815.0
128,6810,7349,1464262818.0
1107,6796,7350,1464262819.0
1506,6780,7351,1464262820.0
288,6868,7352,1464262821.0
1638,7347,7353,1464262822.0
209,6784,7354,1464262823.0
1754,6810,7355,1464262824.0
1035,6790,7357,1464262826.0
1482,6787,7361,1464262830.0
464,6888,7362,1464262831.0
1204,6776,7363,1464262832.0
1068,6779,7364,1464262833.0
1019,6817,7365,1464262834.0
1506,6780,7366,1464262835.0
20,6799,7367,1464262836.0
1366,6810,7368,1464262837.0
1573,6777,7371,1464262840.0
280,6956,7373,1464262842.0
621,6914,7374,1464262843.0
2034,6781,7375,1464262844.0
1001,6949,7389,1464264600.0
303,6813,7390,1464264601.0
1107,6796,7391,1464264602.0
2095,6889,7392,1464264603.0
1817,7058,7393,1464264604.0
1059,6811,7394,1464264605.0
69,6853,7395,1464264606.0
1335,6866,7397,1464264608.0
1673,6818,7398,1464264609.0
1627,6784,7399,1464264610.0
1755,6799,7400,1464264611.0
1525,7028,7404,1464264615.0
708,6783,7407,1464264618.0
192,6796,7410,1464264621.0
1095,6792,7411,1464264622.0
968,6911,7412,1464264623.0
1220,6859,7413,1464264624.0
368,6792,7425,1464266399.0
288,6868,7426,1464266400.0
1926,7007,7427,1464266401.0
2034,6781,7428,1464266402.0
209,6784,7429,1464266403.0
1847,6779,7430,1464266404.0
577,7270,7431,1464266405.0
198,7038,7433,1464266407.0
602,6813,7434,1464266408.0
876,6920,7435,1464266409.0
502,6799,7436,1464266410.0
1955,6866,7438,1464266412.0
985,6925,7440,1464266414.0
128,6810,7441,1464266415.0
987,6925,7442,1464266416.0
1035,6790,7444,1464266418.0
368,6792,7445,1464266419.0
252,6810,7446,1464266420.0
631,6789,7447,1464266421.0
1241,6785,7448,1464266422.0
1935,6799,7449,1464266423.0
1638,7347,7450,1464266424.0
148,6974,7451,1464266425.0
280,6956,7452,1464266426.0
698,6781,7453,1464266427.0
767,6791,7457,1464266431.0
985,6925,7463,1464268199.0
696,6943,7466,1464268202.0
968,6911,7467,1464268203.0
513,6785,7469,1464268205.0
2089,6889,7470,1464268206.0
365,6819,7472,1464268208.0
412,6778,7474,1464268210.0
417,6789,7475,1464268211.0
2047,6889,7477,1464268213.0
1090,6783,7478,1464268214.0
1688,7024,7479,1464268215.0
1305,6925,7480,1464268216.0
1084,6778,7481,1464268217.0
1995,6925,7482,1464268218.0
263,6925,7483,1464268219.0
1287,6790,7484,1464268220.0
560,6925,7498,1464269999.0
388,6795,7499,1464270000.0
674,6778,7501,1464270002.0
2095,6889,7502,1464270003.0
1755,6799,7503,1464270004.0
37,7104,7506,1464270007.0
431,6810,7507,1464270008.0
423,6925,7508,1464270009.0
1848,6949,7509,1464270010.0
1479,6794,7510,1464270011.0
560,6925,7511,1464270012.0
333,6811,7512,1464270013.0
1755,6799,7514,1464270015.0
904,7505,7516,1464270017.0
834,6819,7527,1464271800.0
1525,7028,7540,1464273600.0
2047,6889,7542,1464273602.0
904,7505,7543,1464273603.0
1056,6780,7544,1464273604.0
936,6949,7547,1464273607.0
740,6778,7548,1464273608.0
1975,6949,7549,1464273609.0
303,6813,7551,1464273611.0
929,6797,7552,1464273612.0
743,6922,7553,1464273613.0
554,6820,7554,1464273614.0
1127,7008,7555,1464273615.0
438,6790,7556,1464273616.0
1126,6888,7557,1464273617.0
518,6782,7558,1464273618.0
417,6789,7559,1464273619.0
1090,6783,7560,1464273620.0
863,6811,7561,1464273621.0
1241,6785,7562,1464273622.0
253,6863,7563,1464273623.0
621,6914,7564,1464273624.0
1638,7347,7565,1464273625.0
987,6925,7566,1464273626.0
254,7024,7568,1464273628.0
1335,6866,7571,1464273631.0
743,6922,7572,1464273632.0
461,6787,7573,1464273633.0
983,6799,7574,1464273634.0
735,6792,7575,1464273635.0
650,6811,7576,1464273636.0
1989,6782,7577,1464273637.0
240,6783,7578,1464273638.0
1487,6800,7579,1464273639.0
987,6925,7580,1464273640.0
1127,7008,7582,1464273642.0
1994,6858,7587,1464273647.0
1972,6789,7589,1464273649.0
1248,7058,7590,1464273650.0
1627,6784,7591,1464273651.0
1127,7008,7592,1464273652.0
1019,6817,7593,1464273653.0
1535,6795,7594,1464273654.0
698,6781,7595,1464273655.0
683,6889,7608,1464275399.0
1975,6949,7609,1464275400.0
431,6810,7610,1464275401.0
394,6875,7611,1464275402.0
1588,6776,7612,1464275403.0
419,6858,7613,1464275404.0
1253,7058,7615,1464275406.0
1107,6796,7616,1464275407.0
1688,7024,7618,1464275409.0
1189,7280,7619,1464275410.0
365,6819,7620,1464275411.0
288,6868,7621,1464275412.0
1573,6777,7622,1464275413.0
423,6925,7623,1464275414.0
198,7038,7624,1464275415.0
1754,6810,7625,1464275416.0
2089,6889,7627,1464275418.0
1588,6776,7628,1464275419.0
631,6789,7629,1464275420.0
708,6783,7630,1464275421.0
253,6863,7632,1464275423.0
1305,6925,7633,1464275424.0
630,6785,7634,1464275425.0
1220,6859,7636,1464275427.0
834,6819,7637,1464275428.0
2066,6799,7638,1464275429.0
265,6819,7640,1464275431.0
196,6789,7642,1464275433.0
2047,6889,7643,1464275434.0
708,6783,7644,1464275435.0
929,6797,7645,1464275436.0
2095,6889,7646,1464275437.0
2033,6791,7647,1464275438.0
1287,6790,7648,1464275439.0
1241,6785,7649,1464275440.0
1059,6811,7651,1464275442.0
2047,6889,7653,1464275444.0
1272,6777,7654,1464275445.0
507,6813,7656,1464275447.0
1673,6818,7658,1464275449.0
667,6783,7659,1464275450.0
869,6809,7660,1464275451.0
1503,6792,7662,1464275453.0
1127,7008,7664,1464275455.0
1482,6787,7672,1464277199.0
230,6853,7674,1464277201.0
438,6790,7675,1464277202.0
1311,6797,7676,1464277203.0
1253,7058,7677,1464277204.0
280,6956,7678,1464277205.0
1989,6782,7679,1464277206.0
515,6821,7681,1464277208.0
698,6781,7682,1464277209.0
2075,6854,7683,1464277210.0
1125,6792,7684,1464277211.0
426,6797,7685,1464277212.0
257,6792,7686,1464277213.0
1318,6910,7687,1464277214.0
1192,7212,7691,1464277218.0
37,7104,7693,1464277220.0
222,6778,7694,1464277221.0
1819,6838,7695,1464277222.0
1482,6787,7696,1464277223.0
554,6820,7697,1464277224.0
1107,6796,7698,1464277225.0
1225,6850,7699,1464277226.0
1926,7007,7700,1464277227.0
869,6809,7707,1464278999.0
631,6789,7708,1464279000.0
702,6817,7709,1464279001.0
333,6811,7710,1464279002.0
1241,6785,7711,1464279003.0
192,6796,7712,1464279004.0
283,6853,7714,1464279006.0
2067,6784,7715,1464279007.0
515,6821,7716,1464279008.0
996,6984,7717,1464279009.0
904,7505,7718,1464279010.0
1479,6794,7720,1464279012.0
740,6778,7722,1464279014.0
1192,7212,7723,1464279015.0
350,6777,7724,1464279016.0
929,6797,7725,1464279017.0
702,6817,7727,1464279019.0
14,6782,7728,1464279020.0
128,6810,7730,1464279022.0
985,6925,7732,1464279024.0
303,6813,7736,1464279028.0
1498,6795,7738,1464279030.0
280,6956,7739,1464279031.0
1506,6780,7740,1464279032.0
2033,6791,7741,1464279033.0
1241,6785,7742,1464279034.0
708,6783,7744,1464279036.0
