6824,1847,1464235815.0
6865,789,1464239415.0
6906,518,1464243003.0
6934,240,1464243031.0
6968,1482,1464244803.0
6976,1792,1464244811.0
6983,767,1464244818.0
6986,1256,1464244821.0
7018,743,1464246610.0
7020,1847,1464246612.0
7044,438,1464246636.0
7079,14,1464248402.0
7083,1450,1464248406.0
7085,869,1464248408.0
7091,869,1464248414.0
7105,1095,1464248428.0
7118,1487,1464248441.0
7135,1494,1464250203.0
7136,14,1464250204.0
7141,1769,1464250209.0
7146,1769,1464250214.0
7147,1085,1464250215.0
7157,388,1464250225.0
7180,1366,1464252006.0
7183,789,1464252009.0
7186,1873,1464252012.0
7190,1755,1464252016.0
7191,863,1464252017.0
7194,350,1464252020.0
7231,1253,1464255600.0
7232,1095,1464255601.0
7253,915,1464257401.0
7268,1847,1464259202.0
7286,1920,1464259220.0
7297,876,1464259231.0
7317,1671,1464261003.0
7332,1920,1464262801.0
7333,1487,1464262802.0
7344,1019,1464262813.0
7346,1107,1464262815.0
7355,128,1464262824.0
7362,1126,1464262831.0
7371,1272,1464262840.0
7389,1848,1464264600.0
7398,199,1464264609.0
7411,368,1464264622.0
7425,1792,1464266399.0
7427,1285,1464266401.0
7438,1709,1464266412.0
7445,735,1464266419.0
7448,1256,1464266422.0
7470,683,1464268206.0
7477,2047,1464268213.0
7479,1769,1464268215.0
7480,263,1464268216.0
7481,1084,1464268217.0
7484,438,1464268220.0
7509,1975,1464270010.0
7510,1450,1464270011.0
7514,20,1464270015.0
7527,365,1464271800.0
7548,449,1464273608.0
7561,333,1464273621.0
7562,1241,1464273622.0
7566,987,1464273626.0
7568,1617,1464273628.0
7571,1709,1464273631.0
7576,650,1464273636.0
7577,1599,1464273637.0
7578,2022,1464273638.0
7580,985,1464273640.0
7592,30,1464273652.0
7593,1231,1464273653.0
7594,388,1464273654.0
7595,2034,1464273655.0
7608,2095,1464275399.0
7609,936,1464275400.0
7610,128,1464275401.0
7613,1671,1464275404.0
7618,1029,1464275409.0
7620,834,1464275411.0
7625,252,1464275416.0
7630,2022,1464275421.0
7633,560,1464275424.0
7636,1494,1464275427.0
7637,1789,1464275428.0
7640,1789,1464275431.0
7644,294,1464275435.0
7646,2047,1464275437.0
7656,507,1464275447.0
7658,1033,1464275449.0
7659,2022,1464275450.0
7660,843,1464275451.0
7664,30,1464275455.0
7682,698,1464277209.0
7684,1792,1464277211.0
7687,1550,1464277214.0
7693,915,1464277220.0
7695,1819,1464277222.0
7707,611,1464278999.0
7710,650,1464279002.0
7711,194,1464279003.0
7714,283,1464279006.0
7717,1428,1464279009.0
7736,507,1464279028.0
7740,999,1464279032.0
7750,1994,1464279042.0
7783,863,1464282601.0
7790,97,1464282608.0
7795,1033,1464284401.0
7798,30,1464284404.0
7801,2034,1464284407.0
7802,1482,1464284408.0
7803,1192,1464284409.0
7809,2066,1464284415.0
7816,1514,1464284422.0
7818,1165,1464284424.0
7822,257,1464284428.0
7824,240,1464284430.0
7834,886,1464284440.0
7849,1441,1464286204.0
7868,63,1464288003.0
7869,1118,1464288004.0
7870,350,1464288005.0
7876,1034,1464288011.0
7899,1793,1464289804.0
7905,876,1464289810.0
7915,1285,1464289820.0
7919,554,1464289824.0
7927,483,1464289832.0
7955,196,1464291604.0
7974,1658,1464291623.0
7988,339,1464291637.0
7990,602,1464291639.0
7993,222,1464291642.0
7999,1428,1464291648.0
8017,650,1464293403.0
8018,388,1464293404.0
8022,674,1464293408.0
8027,502,1464293413.0
8031,431,1464293417.0
8037,456,1464293423.0
8046,1665,1464293432.0
8066,936,1464295212.0
8069,497,1464295215.0
8070,1658,1464295216.0
8076,1378,1464295222.0
8079,1793,1464295225.0
8085,1548,1464295231.0
8091,1256,1464295237.0
8104,1671,1464295250.0
8122,602,1464297002.0
8134,1107,1464297014.0
8137,1839,1464297017.0
8140,1153,1464297020.0
8141,1136,1464297021.0
8145,1107,1464297025.0
8150,1535,1464297030.0
8179,230,1464298814.0
8203,507,1464298838.0
8204,350,1464298839.0
8208,696,1464298843.0
8230,1285,1464300609.0
8234,178,1464300613.0
8238,1665,1464300617.0
8239,1873,1464300618.0
8244,2064,1464300623.0
8251,1996,1464300630.0
8252,423,1464300631.0
8256,37,1464300635.0
8258,1356,1464300637.0
8265,1999,1464300644.0
8266,685,1464300645.0
