1588,6776,1464233999.0
350,6777,1464234000.0
740,6778,1464234001.0
1068,6779,1464234002.0
1554,6780,1464234003.0
668,6781,1464234004.0
1989,6782,1464234005.0
540,6783,1464234006.0
516,6784,1464234007.0
630,6785,1464234008.0
1847,6779,1464234009.0
461,6787,1464234010.0
708,6783,1464234011.0
417,6789,1464234012.0
1038,6790,1464234013.0
2100,6791,1464234014.0
1349,6792,1464234015.0
1606,6780,1464234016.0
1479,6794,1464234017.0
1535,6795,1464234018.0
192,6796,1464234019.0
1311,6797,1464234020.0
518,6782,1464234021.0
20,6799,1464234022.0
214,6800,1464234023.0
789,6796,1464235799.0
521,6809,1464235800.0
1754,6810,1464235801.0
1059,6811,1464235802.0
303,6813,1464235804.0
294,6783,1464235805.0
291,6815,1464235806.0
1090,6783,1464235807.0
702,6817,1464235808.0
1673,6818,1464235809.0
265,6819,1464235810.0
554,6820,1464235811.0
515,6821,1464235812.0
674,6778,1464235813.0
1125,6792,1464235814.0
1755,6799,1464237599.0
63,6784,1464237600.0
1074,6838,1464237601.0
1503,6792,1464237602.0
1627,6784,1464237604.0
650,6811,1464237605.0
1596,6791,1464239399.0
733,6850,1464239400.0
1244,6821,1464239401.0
863,6811,1464239402.0
69,6853,1464239403.0
1219,6854,1464239404.0
1256,6785,1464239405.0
438,6790,1464239406.0
319,6857,1464239407.0
1996,6858,1464239408.0
1051,6859,1464239409.0
767,6791,1464239410.0
1366,6810,1464239412.0
440,6863,1464239413.0
1955,6866,1464239416.0
1335,6866,1464239417.0
288,6868,1464239418.0
983,6799,1464239421.0
9,6776,1464239423.0
738,6789,1464239424.0
394,6875,1464239425.0
1789,6819,1464241199.0
428,6886,1464241200.0
1873,6850,1464241201.0
464,6888,1464241202.0
2089,6889,1464241203.0
1768,6891,1464241205.0
611,6809,1464242999.0
951,6903,1464243000.0
240,6783,1464243001.0
1792,6792,1464243004.0
88,6821,1464243006.0
1318,6910,1464243007.0
97,6911,1464243008.0
1559,6912,1464243009.0
1574,6850,1464243010.0
329,6914,1464243011.0
1709,6866,1464243013.0
1494,6859,1464243014.0
257,6792,1464243015.0
1482,6787,1464243016.0
642,6920,1464243017.0
1085,6910,1464243018.0
500,6922,1464243019.0
502,6799,1464243021.0
1995,6925,1464243022.0
1237,6819,1464243023.0
1095,6792,1464243026.0
1220,6859,1464243027.0
1658,6782,1464243028.0
365,6819,1464243029.0
968,6911,1464243030.0
1398,6780,1464243034.0
2004,6925,1464243035.0
1204,6776,1464243037.0
696,6943,1464243040.0
1487,6800,1464243042.0
1816,6946,1464243043.0
426,6797,1464243044.0
2093,6922,1464243045.0
1001,6949,1464243046.0
1037,6951,1464243048.0
869,6809,1464243049.0
1165,6914,1464243050.0
280,6956,1464243053.0
2075,6854,1464243054.0
1741,6799,1464244799.0
1848,6949,1464244801.0
743,6922,1464244804.0
507,6813,1464244805.0
1991,6850,1464244806.0
1110,6973,1464244808.0
2006,6974,1464244809.0
252,6810,1464244810.0
333,6811,1464244813.0
230,6853,1464244814.0
719,6792,1464244816.0
412,6778,1464244817.0
996,6984,1464244819.0
1573,6777,1464244822.0
1268,6791,1464244824.0
1450,6794,1464244826.0
1926,7007,1464246599.0
1127,7008,1464246600.0
1056,6780,1464246603.0
2067,6784,1464246605.0
1975,6949,1464246606.0
1302,7022,1464246614.0
254,7024,1464246616.0
1324,6821,1464246617.0
222,6778,1464246618.0
1525,7028,1464246620.0
209,6784,1464246621.0
125,6973,1464246624.0
442,7035,1464246627.0
253,6863,1464246628.0
876,6920,1464246629.0
198,7038,1464246630.0
1287,6790,1464246631.0
834,6819,1464246632.0
698,6781,1464246634.0
985,6925,1464246635.0
14,6782,1464246637.0
2047,6889,1464246640.0
1920,6956,1464246645.0
1769,7024,1464246647.0
423,6925,1464246649.0
1248,7058,1464246650.0
431,6810,1464246653.0
1506,6780,1464248405.0
339,6778,1464248407.0
1896,6974,1464248410.0
1225,6850,1464248411.0
1272,6777,1464248412.0
1259,6853,1464248417.0
2034,6781,1464248419.0
388,6795,1464248421.0
199,6818,1464248424.0
37,7104,1464248427.0
1972,6789,1464248429.0
350,6777,1464248430.0
1354,6789,1464248433.0
936,6949,1464248437.0
915,7104,1464248439.0
1935,6799,1464248440.0
1107,6796,1464248442.0
735,6792,1464250201.0
1882,6925,1464250205.0
30,7008,1464250206.0
196,6789,1464250207.0
1084,6778,1464250208.0
1817,7058,1464250210.0
1671,6858,1464250211.0
1959,6820,1464250212.0
148,6974,1464250221.0
1241,6785,1464250224.0
1253,7058,1464252003.0
20,6799,1464252007.0
31,6783,1464252014.0
1428,6984,1464252015.0
1398,6780,1464252018.0
1035,6790,1464252023.0
1978,7212,1464253806.0
631,6789,1464253807.0
216,6790,1464255599.0
1285,7007,1464255603.0
1118,6850,1464257399.0
1029,7024,1464257403.0
1665,6811,1464259199.0
1033,6818,1464259201.0
577,7270,1464259204.0
1514,7212,1464259205.0
1189,7280,1464259214.0
602,6813,1464259218.0
987,6925,1464259224.0
2004,6925,1464259227.0
128,6810,1464259230.0
442,7035,1464259232.0
2022,6783,1464259233.0
513,6785,1464261000.0
1305,6925,1464261001.0
1019,6817,1464261005.0
1126,6888,1464261007.0
277,6838,1464262799.0
2033,6791,1464262800.0
368,6792,1464262803.0
1599,6782,1464262806.0
1649,6857,1464262811.0
560,6925,1464262814.0
1638,7347,1464262816.0
621,6914,1464262817.0
305,6943,1464262828.0
683,6889,1464262829.0
2095,6889,1464262839.0
929,6797,1464262841.0
263,6925,1464264599.0
1688,7024,1464264612.0
2100,6791,1464264613.0
967,6783,1464264614.0
881,6974,1464264616.0
1868,6888,1464264617.0
483,6779,1464264619.0
283,6853,1464264620.0
661,7432,1464266406.0
1550,6910,1464266411.0
1819,6838,1464266413.0
982,7443,1464266417.0
2066,6799,1464266428.0
1,7024,1464266429.0
1994,6858,1464266430.0
1219,6854,1464268201.0
1535,6795,1464268204.0
1617,7024,1464268207.0
1231,6817,1464270005.0
904,7505,1464270006.0
554,6820,1464270014.0
449,6778,1464270016.0
1070,6911,1464271799.0
14,6782,1464273599.0
97,6911,1464273601.0
1019,6817,1464273605.0
843,6809,1464273606.0
1793,7058,1464273610.0
178,6949,1464273627.0
1128,6792,1464273629.0
476,6863,1464273630.0
667,6783,1464273641.0
2064,7280,1464273643.0
1162,6974,1464273644.0
1509,6889,1464273645.0
419,6858,1464273646.0
1606,6780,1464273648.0
701,6792,1464275405.0
1839,6780,1464275408.0
380,6792,1464275417.0
1498,6795,1464275426.0
456,6810,1464275432.0
1192,7212,1464275443.0
578,7058,1464275446.0
311,6866,1464275448.0
844,7443,1464275452.0
194,6785,1464275454.0
999,6780,1464277200.0
557,6853,1464277216.0
500,6922,1464277217.0
1356,6783,1464279005.0
240,6783,1464279013.0
969,7726,1464279018.0
1429,6776,1464279021.0
80,6791,1464279023.0
110,6854,1464279025.0
1258,7058,1464279026.0
1599,6782,1464279027.0
497,7038,1464279029.0
1441,6782,1464279035.0
2050,6794,1464279045.0
886,6910,1464279046.0
1548,6776,1464279048.0
1996,6858,1464279050.0
1034,6794,1464279055.0
967,6783,1464282604.0
1136,6859,1464282606.0
1665,6811,1464284399.0
621,6914,1464284400.0
1999,6866,1464284402.0
37,7104,1464284417.0
1244,6821,1464284432.0
516,6784,1464284438.0
1087,6797,1464286207.0
685,7280,1464286208.0
1920,6956,1464288014.0
1084,6778,1464289828.0
1703,7035,1464291600.0
861,6925,1464291601.0
556,6809,1464291620.0
1051,6859,1464291622.0
428,6886,1464291627.0
1349,6792,1464291651.0
724,6956,1464293405.0
1378,6956,1464293411.0
407,6777,1464295199.0
1324,6821,1464295201.0
1318,6910,1464295213.0
1153,7212,1464295223.0
155,7008,1464295227.0
423,6925,1464295240.0
1626,6778,1464295247.0
1839,6780,1464295253.0
1844,6956,1464297009.0
1305,6925,1464298804.0
540,6783,1464298810.0
394,6875,1464298812.0
767,6791,1464298818.0
62,6792,1464298819.0
696,6943,1464298830.0
137,8205,1464298840.0
1885,7443,1464298841.0
1268,6791,1464300610.0
853,7212,1464300612.0
88,6821,1464300614.0
97,6911,1464300615.0
735,6792,1464300626.0
701,6792,1464300629.0
1588,6776,1464300639.0
1126,6888,1464302400.0
1561,6796,1464302416.0
174,6819,1464302418.0
2078,6956,1464304221.0
1204,6776,1464309628.0
1665,6811,1464309633.0
456,6810,1464309634.0
759,6857,1464311416.0
1965,8474,1464313205.0
876,6920,1464313218.0
1672,6784,1464313221.0
110,6854,1464313226.0
1816,6946,1464313232.0
1703,7035,1464313235.0
128,6810,1464313245.0
483,6779,1464313247.0
1035,6790,1464315007.0
214,6800,1464315009.0
1522,6974,1464315021.0
1428,6984,1464315022.0
319,6857,1464316804.0
1995,6925,1464316806.0
252,6810,1464320411.0
1800,6785,1464322204.0
936,6949,1464322211.0
380,6792,1464322217.0
987,6925,1464322223.0
1506,6780,1464324033.0
1482,6787,1464325807.0
2093,6922,1464325820.0
1596,6791,1464325825.0
1868,6888,1464325841.0
683,6889,1464325842.0
1237,6819,1464331205.0
1092,8903,1464331228.0
80,6791,1464332999.0
1935,6799,1464333009.0
305,6943,1464333011.0
131,6974,1464334806.0
1847,6779,1464334817.0
1978,7212,1464334831.0
254,7024,1464334832.0
1450,6794,1464336602.0
240,6783,1464336606.0
669,6984,1464336609.0
388,6795,1464336616.0
1844,6956,1464336617.0
294,6783,1464336622.0
789,6796,1464336636.0
631,6789,1464340202.0
336,9079,1464340208.0
288,6868,1464341999.0
668,6781,1464342003.0
1034,6794,1464342016.0
394,6875,1464342031.0
982,7443,1464345603.0
1975,6949,1464345647.0
1074,6838,1464347400.0
582,7726,1464349207.0
674,6778,1464349219.0
485,6951,1464349226.0
1839,6780,1464349230.0
1996,6858,1464351006.0
265,6819,1464351025.0
1056,6780,1464351031.0
759,6857,1464351055.0
131,6974,1464354599.0
1506,6780,1464354629.0
412,6778,1464354643.0
853,7212,1464356400.0
2014,8474,1464356414.0
128,6810,1464358213.0
1994,6858,1464358215.0
428,6886,1464358221.0
1110,6973,1464358222.0
