timestamp,txId,userSessionId,team,userId,buyId,price
2016-05-26 15:36:54,6004,5820,9,1300,2,3.0
2016-05-26 15:36:54,6005,5775,35,868,4,10.0
2016-05-26 15:36:54,6006,5679,97,819,5,20.0
2016-05-26 16:36:54,6067,5665,18,121,2,3.0
2016-05-26 17:06:54,6093,5709,11,2222,5,20.0
2016-05-26 17:06:54,6094,5798,77,1304,5,20.0
2016-05-26 18:06:54,6155,5920,9,1027,5,20.0
2016-05-26 18:06:54,6156,5697,35,2199,2,3.0
2016-05-26 18:36:54,6183,5893,64,1544,5,20.0
2016-05-26 18:36:54,6184,5697,35,2199,1,2.0
2016-05-26 19:36:54,6243,5659,13,1623,4,10.0
2016-05-26 19:36:54,6244,5920,9,1027,3,5.0
2016-05-26 20:06:54,6269,5785,27,1065,5,20.0
2016-05-26 20:06:54,6270,5661,63,83,3,5.0
2016-05-26 20:06:54,6271,5706,9,1652,0,1.0
2016-05-26 20:36:54,6292,5921,2,518,0,1.0
2016-05-26 21:06:54,6327,5860,57,2221,5,20.0
2016-05-26 22:06:54,6394,6088,32,1815,2,3.0
2016-05-26 22:06:54,6395,5880,35,2146,1,2.0
2016-05-26 22:36:54,6411,6230,77,1457,0,1.0
2016-05-26 22:36:54,6412,5870,9,371,2,3.0
2016-05-26 23:36:54,6458,5698,9,1143,1,2.0
2016-05-27 00:06:54,6473,5910,69,1162,1,2.0
2016-05-27 00:06:54,6474,5777,64,1567,3,5.0
2016-05-27 01:36:54,6549,5777,64,1567,2,3.0
2016-05-27 01:36:54,6550,5938,11,1155,5,20.0
2016-05-27 02:06:54,6565,5889,54,165,3,5.0
2016-05-27 02:06:54,6566,5844,53,670,5,20.0
2016-05-27 02:06:54,6567,5860,57,2221,2,3.0
2016-05-27 03:36:54,6651,5955,64,2009,3,5.0
2016-05-27 04:06:54,6667,5844,53,670,5,20.0
2016-05-27 04:36:54,6684,5652,11,937,0,1.0
2016-05-27 05:06:54,6717,5721,9,21,2,3.0
2016-05-27 05:36:54,6733,5892,53,1538,5,20.0
2016-05-27 06:06:54,6752,5811,97,649,0,1.0
2016-05-27 06:06:54,6753,5770,25,1807,4,10.0
2016-05-27 06:36:54,6788,5720,94,1535,5,20.0
2016-05-27 07:36:54,6842,5930,59,2029,4,10.0
2016-05-27 07:36:54,6843,5779,27,221,5,20.0
2016-05-27 08:06:54,6866,5698,9,1143,1,2.0
2016-05-27 08:06:54,6867,5866,54,1234,4,10.0
2016-05-27 08:06:54,6868,5807,54,1026,5,20.0
2016-05-27 09:36:54,6942,5666,63,462,2,3.0
2016-05-27 10:06:54,6974,5945,75,253,2,3.0
2016-05-27 11:36:54,7030,5887,44,935,4,10.0
2016-05-27 11:36:54,7031,6993,22,1022,0,1.0
2016-05-27 12:06:54,7044,5855,22,208,5,20.0
2016-05-27 12:06:54,7045,6993,22,1022,3,5.0
2016-05-27 13:06:54,7090,5820,9,1300,2,3.0
2016-05-27 13:36:54,7112,7079,66,12,5,20.0
2016-05-27 14:06:54,7138,5893,64,1544,5,20.0
2016-05-27 14:06:54,7139,5834,54,178,5,20.0
2016-05-27 15:06:54,7176,5914,78,1821,0,1.0
2016-05-27 15:06:54,7177,5798,77,1304,2,3.0
2016-05-27 15:06:54,7178,6173,85,864,2,3.0
2016-05-27 15:36:54,7197,5950,18,934,4,10.0
2016-05-27 15:36:54,7198,5788,44,827,5,20.0
2016-05-27 15:36:54,7199,5940,64,564,0,1.0
2016-05-27 16:36:54,7247,5785,27,1065,2,3.0
2016-05-27 16:36:54,7248,5934,27,2384,0,1.0
2016-05-27 18:06:54,7335,5920,9,1027,5,20.0
2016-05-27 18:06:54,7336,5863,27,471,4,10.0
2016-05-27 18:36:54,7357,6231,104,754,2,3.0
2016-05-27 18:36:54,7358,5783,100,2306,0,1.0
2016-05-27 19:36:54,7387,5919,59,2133,2,3.0
2016-05-27 19:36:54,7388,5863,27,471,5,20.0
2016-05-27 20:06:54,7405,7150,99,1804,4,10.0
2016-05-27 20:06:54,7406,5716,18,374,2,3.0
2016-05-27 20:36:54,7433,5806,72,1264,3,5.0
2016-05-27 21:06:54,7451,5817,18,1958,5,20.0
2016-05-27 21:06:54,7452,5770,25,1807,3,5.0
2016-05-27 21:36:54,7470,5858,22,157,4,10.0
2016-05-27 21:36:54,7471,5941,99,97,0,1.0
2016-05-27 22:06:54,7494,5749,54,2379,2,3.0
2016-05-27 22:36:54,7511,5909,84,2218,2,3.0
2016-05-27 23:06:54,7877,7800,84,1404,4,10.0
2016-05-28 00:06:54,7923,7604,27,1892,1,2.0
2016-05-28 00:06:54,7924,7754,71,1697,5,20.0
2016-05-28 00:36:54,7957,7759,72,1264,0,1.0
2016-05-28 00:36:54,7958,7736,64,2009,5,20.0
2016-05-28 00:36:54,7959,7730,64,1157,2,3.0
2016-05-28 01:06:54,7992,7684,54,2379,4,10.0
2016-05-28 01:36:54,8012,7747,70,1516,0,1.0
2016-05-28 02:36:54,8044,7526,9,1652,2,3.0
2016-05-28 02:36:54,8045,7580,22,76,0,1.0
2016-05-28 03:06:54,8068,7596,25,1807,5,20.0
2016-05-28 04:36:54,8136,7589,22,90,1,2.0
2016-05-28 04:36:54,8137,7571,20,355,3,5.0
2016-05-28 04:36:54,8138,7778,75,253,2,3.0
2016-05-28 05:06:54,8166,7594,22,1782,5,20.0
2016-05-28 06:36:54,8226,7625,35,868,5,20.0
2016-05-28 06:36:54,8227,7551,13,1555,5,20.0
2016-05-28 06:36:54,8228,7979,66,736,1,2.0
2016-05-28 07:06:54,8248,7762,72,1307,1,2.0
2016-05-28 07:06:54,8249,7769,74,2132,5,20.0
2016-05-28 07:36:54,8269,7523,9,1277,3,5.0
2016-05-28 07:36:54,8270,7804,84,244,2,3.0
2016-05-28 07:36:54,8271,7534,9,1027,4,10.0
2016-05-28 08:36:54,8315,7664,53,881,5,20.0
2016-05-28 09:06:54,8334,7795,82,1214,0,1.0
2016-05-28 09:36:54,8360,7857,100,2092,2,3.0
2016-05-28 09:36:54,8361,7599,27,820,1,2.0
2016-05-28 10:36:54,8423,7855,100,2306,3,5.0
2016-05-28 11:36:54,8467,7739,66,1315,4,10.0
2016-05-28 11:36:54,8468,7686,54,178,4,10.0
2016-05-28 11:36:54,8469,7549,13,1072,5,20.0
2016-05-28 12:06:54,8478,8098,111,1016,0,1.0
2016-05-28 12:06:54,8479,7540,11,2222,4,10.0
2016-05-28 12:06:54,8480,7595,22,1022,0,1.0
2016-05-28 12:36:54,8506,7754,71,1697,4,10.0
2016-05-28 12:36:54,8507,7559,18,374,1,2.0
2016-05-28 13:06:54,8525,7609,27,382,3,5.0
2016-05-28 13:36:54,8544,7770,74,367,0,1.0
2016-05-28 14:06:54,8558,7852,99,97,0,1.0
2016-05-28 15:06:54,8588,7580,22,76,1,2.0
2016-05-28 15:06:54,8589,7724,64,1567,2,3.0
2016-05-28 15:06:54,8590,7541,11,1260,2,3.0
2016-05-28 15:36:54,8604,7522,8,2383,1,2.0
2016-05-28 15:36:54,8605,7620,35,2229,5,20.0
2016-05-28 15:36:54,8606,7772,75,1525,4,10.0
2016-05-28 16:06:54,8630,7703,59,2029,4,10.0
2016-05-28 16:06:54,8631,8098,111,1016,0,1.0
2016-05-28 17:06:54,8676,7546,11,1155,3,5.0
2016-05-28 17:36:54,8701,7571,20,355,3,5.0
2016-05-28 18:06:54,8724,8097,90,1639,5,20.0
2016-05-28 18:06:54,8725,7656,51,1485,5,20.0
2016-05-28 18:36:54,8752,7684,54,2379,2,3.0
2016-05-28 18:36:54,8753,7698,59,2355,2,3.0
2016-05-28 18:36:54,8754,7743,69,1162,4,10.0
2016-05-28 19:06:54,8768,7838,97,1640,4,10.0
2016-05-28 19:06:54,8769,7525,9,1143,2,3.0
2016-05-28 19:36:54,8784,7824,93,2177,5,20.0
2016-05-28 19:36:54,8785,7663,53,1863,0,1.0
2016-05-28 21:06:54,8848,7702,59,2133,2,3.0
2016-05-28 21:36:54,8863,7686,54,178,5,20.0
2016-05-28 21:36:54,8864,7772,75,1525,3,5.0
2016-05-28 21:36:54,8865,7795,82,1214,0,1.0
2016-05-28 22:06:54,8887,7636,36,2161,2,3.0
2016-05-28 22:06:54,8888,7721,64,1588,2,3.0
2016-05-28 22:06:54,8889,7568,18,1064,0,1.0
2016-05-28 23:06:54,8951,7600,27,221,3,5.0
2016-05-28 23:06:54,8952,7695,57,306,0,1.0
2016-05-28 23:06:54,8953,7755,72,1370,5,20.0
2016-05-28 23:36:54,8981,7762,72,1307,0,1.0
2016-05-28 23:36:54,8982,7594,22,1782,2,3.0
2016-05-29 00:36:54,9015,7703,59,2029,5,20.0
2016-05-29 01:06:54,9039,7715,63,83,2,3.0
2016-05-29 02:06:54,9079,8537,93,417,1,2.0
2016-05-29 02:06:54,9080,7546,11,1155,5,20.0
2016-05-29 03:36:54,9147,7534,9,1027,1,2.0
2016-05-29 04:06:54,9173,7787,77,1457,0,1.0
2016-05-29 04:06:54,9174,7556,18,970,3,5.0
2016-05-29 04:06:54,9175,7633,36,445,2,3.0
2016-05-29 04:36:54,9203,7790,78,1821,0,1.0
2016-05-29 04:36:54,9204,7545,11,390,0,1.0
2016-05-29 04:36:54,9205,7540,11,2222,3,5.0
2016-05-29 05:06:54,9227,7635,36,127,4,10.0
2016-05-29 06:06:54,9270,7512,2,624,5,20.0
2016-05-29 06:36:54,9284,7636,36,2161,2,3.0
2016-05-29 07:06:54,9311,7680,53,769,2,3.0
2016-05-29 08:36:54,9367,7703,59,2029,5,20.0
2016-05-29 09:36:54,9415,7523,9,1277,3,5.0
2016-05-29 09:36:54,9416,7707,61,511,5,20.0
2016-05-29 10:06:54,9443,7687,54,1234,2,3.0
2016-05-29 10:06:54,9444,7710,61,1645,1,2.0
2016-05-29 10:06:54,9445,7770,74,367,0,1.0
2016-05-29 11:06:54,9478,9187,97,9,4,10.0
2016-05-29 11:06:54,9479,7739,66,1315,0,1.0
2016-05-29 11:36:54,9503,7595,22,1022,2,3.0
2016-05-29 11:36:54,9504,8404,25,643,2,3.0
2016-05-29 12:06:54,9538,7663,53,1863,2,3.0
2016-05-29 12:36:54,9562,7807,85,309,0,1.0
2016-05-29 12:36:54,9563,7758,72,1856,0,1.0
2016-05-29 13:06:54,9578,7549,13,1072,4,10.0
2016-05-29 13:06:54,9579,9459,66,1360,5,20.0
2016-05-29 13:06:54,9580,7808,85,1387,1,2.0
2016-05-29 13:36:54,9603,7854,100,1793,3,5.0
2016-05-29 14:06:54,9631,7545,11,390,0,1.0
2016-05-29 14:06:54,9632,7562,18,1958,5,20.0
2016-05-29 15:06:54,9671,7691,54,243,0,1.0
2016-05-29 15:06:54,9672,7734,64,564,0,1.0
2016-05-29 15:36:54,10078,9723,18,1205,2,3.0
2016-05-29 15:36:54,10079,9751,22,208,3,5.0
2016-05-29 16:06:54,10110,9961,75,65,2,3.0
2016-05-29 16:36:54,10125,10044,99,2212,2,3.0
2016-05-29 16:36:54,10126,10013,93,2177,4,10.0
2016-05-29 17:06:54,10145,9961,75,65,2,3.0
2016-05-29 17:06:54,10146,9894,64,1588,0,1.0
2016-05-29 17:06:54,10147,9889,63,462,3,5.0
2016-05-29 17:36:54,10168,9759,22,1782,1,2.0
2016-05-29 18:36:54,10216,8069,104,754,2,3.0
2016-05-29 18:36:54,10217,9788,35,2229,4,10.0
2016-05-29 18:36:54,10218,9997,85,2359,5,20.0
2016-05-29 19:06:54,10239,9944,74,1270,4,10.0
2016-05-29 19:06:54,10240,10044,99,2212,4,10.0
2016-05-29 19:06:54,10241,10016,93,417,1,2.0
2016-05-29 20:06:54,10287,9673,2,624,5,20.0
2016-05-29 20:36:54,10311,9793,35,868,5,20.0
2016-05-29 20:36:54,10312,9723,18,1205,2,3.0
2016-05-29 20:36:54,10313,9776,27,382,1,2.0
2016-05-29 21:06:54,10337,9872,59,867,3,5.0
2016-05-29 21:06:54,10338,9897,64,1567,2,3.0
2016-05-29 21:06:54,10339,9829,51,810,2,3.0
2016-05-29 21:36:54,10351,9759,22,1782,3,5.0
2016-05-29 21:36:54,10352,9851,53,1687,1,2.0
2016-05-29 23:06:54,10403,9914,66,12,4,10.0
2016-05-29 23:06:54,10404,9805,36,2161,2,3.0
2016-05-29 23:06:54,10405,9990,84,244,2,3.0
2016-05-29 23:36:54,10432,9816,44,1926,2,3.0
2016-05-29 23:36:54,10433,9833,51,448,2,3.0
2016-05-29 23:36:54,10434,10031,97,649,0,1.0
2016-05-30 00:06:54,10457,9686,9,1652,2,3.0
2016-05-30 00:06:54,10458,9750,22,844,5,20.0
2016-05-30 00:06:54,10459,9918,66,1360,4,10.0
2016-05-30 00:36:54,10478,9774,27,1329,2,3.0
2016-05-30 01:06:54,10494,10366,109,2293,4,10.0
2016-05-30 01:06:54,10495,10050,100,2306,2,3.0
2016-05-30 01:36:54,10519,10039,99,2368,3,5.0
2016-05-30 01:36:54,10520,9768,27,1065,5,20.0
2016-05-30 02:06:54,10540,9791,35,807,0,1.0
2016-05-30 02:36:54,10553,10013,93,2177,5,20.0
2016-05-30 03:06:54,10583,9799,35,2127,0,1.0
2016-05-30 03:36:54,10607,9847,53,1538,5,20.0
2016-05-30 03:36:54,10608,9857,54,178,5,20.0
2016-05-30 03:36:54,10609,9786,32,1815,5,20.0
2016-05-30 03:36:54,10610,10253,72,455,5,20.0
2016-05-30 04:06:54,10646,9882,61,1085,0,1.0
2016-05-30 04:36:54,10672,10367,109,1019,3,5.0
2016-05-30 05:36:54,10712,10048,99,277,5,20.0
2016-05-30 06:06:54,10740,9939,72,1264,0,1.0
2016-05-30 06:36:54,10768,9891,63,212,2,3.0
2016-05-30 06:36:54,10769,9875,59,2133,2,3.0
2016-05-30 06:36:54,10770,9950,74,367,0,1.0
2016-05-30 07:06:54,10792,9844,53,670,5,20.0
2016-05-30 07:36:54,10817,9777,27,2384,5,20.0
2016-05-30 07:36:54,10818,9954,75,1525,4,10.0
2016-05-30 07:36:54,10819,9723,18,1205,2,3.0
2016-05-30 08:06:54,10832,9847,53,1538,5,20.0
2016-05-30 08:06:54,10833,9701,11,1260,5,20.0
2016-05-30 08:06:54,10834,9786,32,1815,4,10.0
2016-05-30 08:36:54,10846,9738,20,1801,1,2.0
2016-05-30 08:36:54,10847,9942,72,1307,2,3.0
2016-05-30 09:36:54,10894,9912,66,1315,3,5.0
2016-05-30 09:36:54,10895,9572,117,1249,0,1.0
2016-05-30 10:06:54,10929,10046,99,97,1,2.0
2016-05-30 10:06:54,10930,9945,74,62,1,2.0
2016-05-30 10:06:54,10931,9685,9,1143,0,1.0
2016-05-30 10:36:54,10944,9711,13,1555,3,5.0
2016-05-30 10:36:54,10945,9505,111,1016,0,1.0
2016-05-30 10:36:54,10946,9851,53,1687,3,5.0
2016-05-30 11:36:54,10984,9907,64,564,0,1.0
2016-05-30 12:36:54,11027,10022,94,352,5,20.0
2016-05-30 12:36:54,11028,10090,86,1732,5,20.0
2016-05-30 13:06:54,11056,9843,53,1740,2,3.0
2016-05-30 13:06:54,11057,9833,51,448,2,3.0
2016-05-30 13:06:54,11058,9769,27,611,1,2.0
2016-05-30 13:36:54,11082,9908,64,846,5,20.0
2016-05-30 14:06:54,11090,9766,27,820,1,2.0
2016-05-30 14:06:54,11091,9790,35,2243,3,5.0
2016-05-30 16:06:54,11203,9776,27,382,5,20.0
2016-05-30 16:36:54,11220,10016,93,417,5,20.0
2016-05-30 17:06:54,11249,9701,11,1260,5,20.0
2016-05-30 17:06:54,11250,9709,13,1072,2,3.0
2016-05-30 17:06:54,11251,10994,9,430,2,3.0
2016-05-30 17:36:54,11284,9683,9,1277,5,20.0
2016-05-30 17:36:54,11285,9701,11,1260,4,10.0
2016-05-30 17:36:54,11286,9689,9,1300,1,2.0
2016-05-30 18:36:54,11317,9804,36,127,5,20.0
2016-05-30 18:36:54,11318,9857,54,178,5,20.0
2016-05-30 19:06:54,11334,10366,109,2293,3,5.0
2016-05-30 19:36:54,11357,9689,9,1300,2,3.0
2016-05-30 19:36:54,11358,9909,64,2009,4,10.0
2016-05-30 19:36:54,11359,9850,53,769,2,3.0
2016-05-30 19:36:54,11360,9799,35,2127,0,1.0
2016-05-30 20:06:54,11396,9688,9,21,0,1.0
2016-05-30 20:06:54,11397,9863,54,1163,2,3.0
2016-05-30 20:06:54,11398,10036,97,1522,2,3.0
2016-05-30 20:36:54,11426,9712,13,2208,2,3.0
2016-05-30 21:36:54,11488,9910,64,2084,1,2.0
2016-05-30 22:06:54,11496,9974,78,1821,0,1.0
2016-05-30 22:06:54,11497,9971,77,1457,0,1.0
2016-05-30 23:36:54,11543,9970,77,595,5,20.0
2016-05-30 23:36:54,11544,9785,32,2336,0,1.0
2016-05-31 00:06:54,11560,9804,36,127,5,20.0
2016-05-31 00:06:54,11561,9733,20,1145,2,3.0
2016-05-31 00:36:54,11576,9949,74,2132,2,3.0
2016-05-31 00:36:54,11577,9754,22,90,3,5.0
2016-05-31 01:06:54,11592,9954,75,1525,5,20.0
2016-05-31 01:06:54,11593,9505,111,1016,0,1.0
2016-05-31 01:06:54,11594,9505,111,1016,0,1.0
2016-05-31 01:36:54,11616,9733,20,1145,2,3.0
2016-05-31 01:36:54,11617,9871,59,2355,5,20.0
2016-05-31 02:36:54,11652,9793,35,868,4,10.0
2016-05-31 03:06:54,11674,9915,66,736,2,3.0
2016-05-31 04:06:54,11697,9831,51,2030,0,1.0
2016-05-31 04:06:54,11698,9745,22,76,3,5.0
2016-05-31 04:06:54,11699,9907,64,564,0,1.0
2016-05-31 04:36:54,11722,9918,66,1360,5,20.0
2016-05-31 04:36:54,11723,9833,51,448,1,2.0
2016-05-31 05:06:54,11743,9705,11,390,0,1.0
2016-05-31 05:06:54,11744,10001,85,84,2,3.0
2016-05-31 05:36:54,11763,9862,54,243,0,1.0
2016-05-31 06:06:54,11790,10041,99,1,2,3.0
2016-05-31 06:06:54,11791,9765,25,643,2,3.0
2016-05-31 06:06:54,11792,9761,22,233,2,3.0
2016-05-31 06:36:54,11815,9688,9,21,1,2.0
2016-05-31 06:36:54,11816,9844,53,670,3,5.0
2016-05-31 06:36:54,11817,10041,99,1,2,3.0
2016-05-31 07:06:54,11842,9883,61,1645,0,1.0
2016-05-31 07:06:54,11843,9835,53,881,5,20.0
2016-05-31 07:06:54,11844,10046,99,97,2,3.0
2016-05-31 07:36:54,11874,9912,66,1315,4,10.0
2016-05-31 07:36:54,11875,9754,22,90,2,3.0
2016-05-31 07:36:54,11876,9832,51,1393,0,1.0
2016-05-31 08:36:54,11920,10994,9,430,1,2.0
2016-05-31 09:06:54,11944,9686,9,1652,2,3.0
2016-05-31 09:06:54,11945,10024,94,741,2,3.0
2016-05-31 09:36:54,11967,9771,27,1892,0,1.0
2016-05-31 09:36:54,11968,9912,66,1315,0,1.0
2016-05-31 09:36:54,11969,9788,35,2229,5,20.0
2016-05-31 09:36:54,11970,9965,77,343,0,1.0
2016-05-31 10:06:54,12002,9788,35,2229,2,3.0
2016-05-31 10:36:54,12014,9817,44,515,4,10.0
2016-05-31 11:06:54,12044,9751,22,208,5,20.0
2016-05-31 11:36:54,12067,9688,9,21,2,3.0
2016-05-31 12:06:54,12089,9859,54,165,5,20.0
2016-05-31 12:06:54,12090,9945,74,62,0,1.0
2016-05-31 13:06:54,12125,9673,2,624,2,3.0
2016-05-31 13:06:54,12126,9792,35,279,1,2.0
2016-05-31 14:06:54,12177,10021,94,1206,5,20.0
2016-05-31 14:36:54,12201,9854,54,1042,4,10.0
2016-05-31 15:06:54,12231,9835,53,881,3,5.0
2016-05-31 15:06:54,12232,12144,121,1915,3,5.0
2016-05-31 15:06:54,12233,9765,25,643,0,1.0
2016-05-31 16:06:54,12267,9917,66,473,4,10.0
2016-05-31 16:36:54,12285,10253,72,455,2,3.0
2016-05-31 16:36:54,12286,9903,64,1157,2,3.0
2016-05-31 17:36:54,12740,12601,71,1093,2,3.0
