timestamp,txId,userSessionId,teamId,userId,adId,adCategory
2016-05-26 15:13:22,5974,5809,27,611,2,electronics
2016-05-26 15:17:24,5976,5705,18,1874,21,movies
2016-05-26 15:22:52,5978,5791,53,2139,25,computers
2016-05-26 15:22:57,5973,5756,63,212,10,fashion
2016-05-26 15:22:58,5980,5920,9,1027,20,clothing
2016-05-26 15:27:19,5977,5954,77,595,4,games
2016-05-26 15:28:51,5981,5674,54,770,6,movies
2016-05-26 15:35:25,5975,5919,59,2133,3,electronics
2016-05-26 15:35:37,5979,5945,75,253,3,electronics
2016-05-26 15:36:38,5972,5914,78,1821,12,computers
2016-05-26 15:38:42,6000,5955,64,2009,17,games
2016-05-26 15:41:43,6001,5892,53,1538,21,movies
2016-05-26 15:43:10,5999,5705,18,1874,3,electronics
2016-05-26 15:48:11,6002,5702,20,355,29,automotive
2016-05-26 16:00:42,6003,5920,9,1027,0,sports
2016-05-26 16:01:01,5998,5892,53,1538,25,computers
2016-05-26 16:07:24,6031,5938,11,1155,2,electronics
2016-05-26 16:08:08,6037,5711,18,128,23,fashion
2016-05-26 16:08:35,6040,5945,75,253,11,games
2016-05-26 16:17:31,6035,5886,64,68,2,electronics
2016-05-26 16:20:00,6038,5775,35,868,22,computers
2016-05-26 16:21:30,6039,5917,51,2030,10,fashion
2016-05-26 16:23:04,6034,5655,9,1277,1,sports
2016-05-26 16:26:43,6032,5676,44,1926,14,fashion
2016-05-26 16:28:50,6028,5886,64,68,21,movies
2016-05-26 16:29:03,6027,5747,94,239,15,sports
2016-05-26 16:30:18,6030,5750,44,2283,20,clothing
2016-05-26 16:34:09,6033,5706,9,1652,18,games
2016-05-26 16:35:24,6029,5832,100,2092,8,hardware
2016-05-26 16:36:14,6036,5967,22,1782,15,sports
2016-05-26 16:40:11,6060,5806,72,1264,27,games
2016-05-26 16:43:50,6057,5725,77,343,9,sports
2016-05-26 16:43:51,6062,5915,59,801,6,movies
2016-05-26 16:48:32,6059,5746,13,1072,10,fashion
2016-05-26 16:53:34,6066,5725,77,343,11,games
2016-05-26 16:55:59,6061,5728,77,751,26,movies
2016-05-26 16:56:24,6056,5721,9,21,4,games
2016-05-26 16:57:56,6065,5758,100,1793,1,sports
2016-05-26 17:00:35,6064,5736,36,2161,5,computers
2016-05-26 17:01:16,6055,5761,32,2336,10,fashion
2016-05-26 17:01:23,6063,5687,66,1315,28,hardware
2016-05-26 17:04:23,6058,5906,74,62,20,clothing
2016-05-26 17:17:05,6092,5761,32,2336,25,computers
2016-05-26 17:22:25,6089,5908,27,856,22,computers
2016-05-26 17:22:35,6091,5666,63,462,1,sports
2016-05-26 17:23:12,6090,5716,18,374,6,movies
2016-05-26 17:42:24,6124,5935,97,412,13,computers
2016-05-26 17:45:49,6123,5934,27,2384,8,hardware
2016-05-26 17:47:50,6122,5685,97,1756,1,sports
2016-05-26 17:53:36,6121,5844,53,670,17,games
2016-05-26 17:55:49,6120,5806,72,1264,15,sports
2016-05-26 18:07:38,6148,5956,22,1717,0,sports
2016-05-26 18:11:05,6151,5946,64,846,12,computers
2016-05-26 18:12:10,6146,5858,22,157,20,clothing
2016-05-26 18:21:15,6150,5676,44,1926,19,clothing
2016-05-26 18:21:42,6149,5715,90,1972,6,movies
2016-05-26 18:27:52,6145,5724,11,1260,27,games
2016-05-26 18:30:14,6147,5893,64,1544,6,movies
2016-05-26 18:32:12,6153,5747,94,239,0,sports
2016-05-26 18:34:28,6154,5725,77,343,12,computers
2016-05-26 18:35:14,6152,5820,9,1300,26,movies
2016-05-26 18:37:08,6176,5955,64,2009,19,clothing
2016-05-26 18:39:22,6181,5807,54,1026,23,fashion
2016-05-26 18:40:40,6175,5844,53,670,17,games
2016-05-26 18:43:22,6178,5940,64,564,24,clothing
2016-05-26 18:52:27,6179,5835,99,1,23,fashion
2016-05-26 18:55:33,6180,5770,25,1807,28,hardware
2016-05-26 19:03:07,6177,5829,78,1769,29,automotive
2016-05-26 19:04:08,6182,5835,99,1,22,computers
2016-05-26 19:15:46,6204,5912,61,1645,25,computers
2016-05-26 19:18:02,6206,5866,54,1234,17,games
2016-05-26 19:18:28,6207,5663,94,1966,19,clothing
2016-05-26 19:24:46,6205,5869,22,90,23,fashion
2016-05-26 19:31:22,6203,5697,35,2199,3,electronics
2016-05-26 19:42:26,6233,5945,75,253,18,games
2016-05-26 19:43:01,6239,5912,61,1645,26,movies
2016-05-26 19:45:21,6242,5798,77,1304,8,hardware
2016-05-26 19:47:35,6234,5741,54,1042,27,games
2016-05-26 19:50:04,6238,5951,59,931,14,fashion
2016-05-26 19:51:05,6235,5736,36,2161,1,sports
2016-05-26 19:57:17,6232,5732,51,1485,16,clothing
2016-05-26 19:58:12,6241,5955,64,2009,16,clothing
2016-05-26 19:59:30,6236,5940,64,564,0,sports
2016-05-26 20:03:59,6240,6229,72,1307,24,clothing
2016-05-26 20:05:50,6237,5914,78,1821,9,sports
2016-05-26 20:07:12,6266,5908,27,856,28,hardware
2016-05-26 20:07:33,6268,5940,64,564,19,clothing
2016-05-26 20:13:49,6261,5821,94,352,7,hardware
2016-05-26 20:16:38,6264,5813,39,210,11,games
2016-05-26 20:19:39,6265,5791,53,2139,19,clothing
2016-05-26 20:22:48,6263,5696,18,970,5,computers
2016-05-26 20:27:30,6267,5741,54,1042,23,fashion
2016-05-26 20:31:17,6262,5660,53,881,12,computers
2016-05-26 20:40:05,6288,5735,84,1404,4,games
2016-05-26 20:41:34,6285,5860,57,2221,3,electronics
2016-05-26 20:41:47,6291,5809,27,611,21,movies
2016-05-26 20:43:10,6286,5674,54,770,20,clothing
2016-05-26 20:52:34,6290,5852,74,1270,20,clothing
2016-05-26 20:53:53,6287,5798,77,1304,11,games
2016-05-26 21:03:26,6289,5841,64,504,4,games
2016-05-26 21:07:23,6319,5770,25,1807,27,games
2016-05-26 21:09:27,6323,5825,61,1471,2,electronics
2016-05-26 21:10:34,6321,5823,61,511,11,games
2016-05-26 21:12:17,6315,5850,64,1367,1,sports
2016-05-26 21:13:24,6324,5844,53,670,1,sports
2016-05-26 21:14:38,6314,5720,94,1535,12,computers
2016-05-26 21:18:21,6317,5914,78,1821,28,hardware
2016-05-26 21:25:33,6322,5702,20,355,15,sports
2016-05-26 21:29:57,6325,5823,61,511,12,computers
2016-05-26 21:33:16,6326,5761,32,2336,14,fashion
2016-05-26 21:34:19,6320,5694,35,2229,1,sports
2016-05-26 21:34:52,6316,5668,20,1145,4,games
2016-05-26 21:35:43,6318,5652,11,937,28,hardware
2016-05-26 21:36:24,6313,5785,27,1065,27,games
2016-05-26 21:39:59,6350,5761,32,2336,4,games
2016-05-26 21:41:01,6345,5724,11,1260,23,fashion
2016-05-26 21:43:54,6348,5789,75,1525,23,fashion
2016-05-26 21:44:31,6347,5941,99,97,12,computers
2016-05-26 21:47:12,6351,5676,44,1926,15,sports
2016-05-26 21:47:32,6352,5735,84,1404,7,hardware
2016-05-26 21:57:45,6354,5940,64,564,7,hardware
2016-05-26 21:58:50,6353,5771,27,820,3,electronics
2016-05-26 22:05:07,6349,5870,9,371,15,sports
2016-05-26 22:05:18,6346,5883,51,810,16,clothing
2016-05-26 22:07:10,6387,5676,44,1926,7,hardware
2016-05-26 22:07:56,6390,5687,66,1315,2,electronics
2016-05-26 22:10:00,6383,5705,18,1874,21,movies
2016-05-26 22:10:46,6384,5707,59,867,9,sports
2016-05-26 22:11:30,6393,5687,66,1315,1,sports
2016-05-26 22:12:49,6388,5829,78,1769,18,games
2016-05-26 22:15:30,6391,5732,51,1485,0,sports
2016-05-26 22:16:56,6382,5789,75,1525,20,clothing
2016-05-26 22:17:02,6385,5853,22,844,25,computers
2016-05-26 22:17:24,6379,5829,78,1769,24,clothing
2016-05-26 22:18:45,6392,5685,97,1756,21,movies
2016-05-26 22:25:03,6378,5683,99,2368,26,movies
2016-05-26 22:26:42,6380,5829,78,1769,28,hardware
2016-05-26 22:30:33,6386,5683,99,2368,9,sports
2016-05-26 22:30:59,6381,5743,53,1059,16,clothing
2016-05-26 22:31:57,6389,5835,99,1,24,clothing
2016-05-26 22:39:28,6409,5667,64,708,21,movies
2016-05-26 22:47:36,6403,5940,64,564,24,clothing
2016-05-26 22:52:29,6406,5675,90,170,25,computers
2016-05-26 22:58:21,6405,5765,57,1320,3,electronics
2016-05-26 23:01:07,6408,5921,2,518,15,sports
2016-05-26 23:03:01,6407,5962,64,2084,16,clothing
2016-05-26 23:04:22,6410,5950,18,934,27,games
2016-05-26 23:04:56,6404,5958,8,2383,22,computers
2016-05-26 23:14:31,6428,5967,22,1782,8,hardware
2016-05-26 23:16:52,6429,5833,2,624,20,clothing
2016-05-26 23:25:47,6426,5917,51,2030,12,computers
2016-05-26 23:36:53,6427,5737,85,1387,18,games
2016-05-26 23:37:27,6457,5734,36,127,15,sports
2016-05-26 23:38:50,6452,5652,11,937,3,electronics
2016-05-26 23:40:33,6449,5659,13,1623,8,hardware
2016-05-26 23:41:31,6456,5852,74,1270,21,movies
2016-05-26 23:44:40,6450,6377,13,1555,7,hardware
2016-05-26 23:46:15,6454,5963,84,244,29,automotive
2016-05-26 23:46:55,6446,5743,53,1059,25,computers
2016-05-26 23:52:15,6445,5955,64,2009,8,hardware
2016-05-26 23:52:30,6455,5946,64,846,21,movies
2016-05-26 23:54:25,6448,5829,78,1769,7,hardware
2016-05-26 23:56:59,6447,6401,18,1064,22,computers
2016-05-26 23:58:30,6444,5665,18,121,10,fashion
2016-05-27 00:00:50,6451,5801,11,222,24,clothing
2016-05-27 00:03:48,6453,5816,53,1740,2,electronics
2016-05-27 00:09:52,6471,5697,35,2199,4,games
2016-05-27 00:30:20,6472,5887,44,935,16,clothing
